date,ticker,y_true,y_pred
2023-02-23,BBVA,7.033000,6.964294
2023-02-24,BBVA,7.028000,6.987359
2023-02-27,BBVA,7.187000,7.056089
2023-02-28,BBVA,7.373000,7.142671
2023-03-01,BBVA,7.225000,7.125344
2023-03-02,BBVA,7.260000,7.118087
2023-03-03,BBVA,7.378000,7.160203
2023-03-06,BBVA,7.446000,7.225881
2023-03-07,BBVA,7.287000,7.190892
2023-03-08,BBVA,7.321000,7.177063
2023-03-09,BBVA,7.299000,7.182624
2023-03-10,BBVA,7.050000,7.070966
2023-03-13,BBVA,6.469000,6.814657
2023-03-14,BBVA,6.690000,6.711934
2023-03-15,BBVA,6.048000,6.520071
2023-03-16,BBVA,6.254000,6.440842
2023-03-17,BBVA,6.036000,6.357415
2023-03-20,BBVA,6.231000,6.336789
2023-03-21,BBVA,6.567000,6.426180
2023-03-22,BBVA,6.585000,6.518471
2023-03-23,BBVA,6.413000,6.541488
2023-03-24,BBVA,6.129000,6.469645
2023-03-27,BBVA,6.256000,6.419665
2023-03-28,BBVA,6.344000,6.403902
2023-03-29,BBVA,6.481000,6.443559
2023-03-30,BBVA,6.619000,6.526435
2023-03-31,BBVA,6.571000,6.590633
2023-04-03,BBVA,6.276000,6.570532
2023-04-04,BBVA,6.386000,6.576712
2023-04-05,BBVA,6.460000,6.597842
2023-04-06,BBVA,6.580000,6.641301
2023-04-11,BBVA,6.482000,6.601795
2023-04-12,BBVA,6.598000,6.622644
2023-04-13,BBVA,6.628000,6.657488
2023-04-14,BBVA,6.806000,6.716440
2023-04-17,BBVA,6.712000,6.748809
2023-04-18,BBVA,6.862000,6.797048
2023-04-19,BBVA,6.918000,6.842501
2023-04-20,BBVA,6.814000,6.844444
2023-04-21,BBVA,6.782000,6.823221
2023-04-24,BBVA,6.814000,6.820381
2023-04-25,BBVA,6.648000,6.778224
2023-04-26,BBVA,6.682000,6.754991
2023-04-27,BBVA,6.890000,6.809695
2023-04-28,BBVA,6.650000,6.796835
2023-05-02,BBVA,6.404000,6.704849
2023-05-03,BBVA,6.290000,6.598968
2023-05-04,BBVA,6.180000,6.498071
2023-05-05,BBVA,6.290000,6.461281
2023-05-08,BBVA,6.388000,6.485484
2023-05-09,BBVA,6.310000,6.491783
2023-05-10,BBVA,6.302000,6.485833
2023-05-11,BBVA,6.538000,6.545762
2023-05-12,BBVA,6.598000,6.623233
2023-05-15,BBVA,6.322000,6.583271
2023-05-16,BBVA,6.300000,6.529337
2023-05-17,BBVA,6.368000,6.511483
2023-05-18,BBVA,6.464000,6.540349
2023-05-19,BBVA,6.492000,6.579617
2023-05-22,BBVA,6.504000,6.609285
2023-05-23,BBVA,6.492000,6.622070
2023-05-24,BBVA,6.340000,6.566833
2023-05-25,BBVA,6.416000,6.547996
2023-05-26,BBVA,6.480000,6.561246
2023-05-29,BBVA,6.400000,6.550857
2023-05-30,BBVA,6.358000,6.524550
2023-05-31,BBVA,6.120000,6.411020
2023-06-01,BBVA,6.256000,6.393891
2023-06-02,BBVA,6.490000,6.473668
2023-06-05,BBVA,6.464000,6.530176
2023-06-06,BBVA,6.478000,6.563400
2023-06-07,BBVA,6.488000,6.578611
2023-06-08,BBVA,6.586000,6.617086
2023-06-09,BBVA,6.510000,6.614648
2023-06-12,BBVA,6.554000,6.616487
2023-06-13,BBVA,6.532000,6.606398
2023-06-14,BBVA,6.776000,6.673419
2023-06-15,BBVA,6.734000,6.722619
2023-06-16,BBVA,6.790000,6.766454
2023-06-19,BBVA,6.798000,6.801298
2023-06-20,BBVA,6.740000,6.798784
2023-06-21,BBVA,6.770000,6.802370
2023-06-22,BBVA,6.732000,6.785054
2023-06-23,BBVA,6.652000,6.734885
2023-06-26,BBVA,6.748000,6.739604
2023-06-27,BBVA,6.784000,6.775786
2023-06-28,BBVA,6.854000,6.841050
2023-06-29,BBVA,6.958000,6.920369
2023-06-30,BBVA,7.032000,6.994645
2023-07-03,BBVA,7.090000,7.056388
2023-07-04,BBVA,7.024000,7.057323
2023-07-05,BBVA,6.958000,7.010577
2023-07-06,BBVA,6.840000,6.919656
2023-07-07,BBVA,6.894000,6.885777
2023-07-10,BBVA,6.878000,6.881498
2023-07-11,BBVA,6.942000,6.919133
2023-07-12,BBVA,7.106000,7.014450
2023-07-13,BBVA,7.092000,7.083796
2023-07-14,BBVA,7.080000,7.120006
2023-07-17,BBVA,7.098000,7.143268
2023-07-18,BBVA,7.162000,7.174181
2023-07-19,BBVA,7.104000,7.157964
2023-07-20,BBVA,7.194000,7.173861
2023-07-21,BBVA,7.126000,7.154675
2023-07-24,BBVA,7.118000,7.129627
2023-07-25,BBVA,7.130000,7.135564
2023-07-26,BBVA,7.112000,7.142705
2023-07-27,BBVA,7.220000,7.196830
2023-07-28,BBVA,7.332000,7.276685
2023-07-31,BBVA,7.210000,7.264750
2023-08-01,BBVA,7.000000,7.148682
2023-08-02,BBVA,6.878000,7.015275
2023-08-03,BBVA,6.872000,6.944098
2023-08-04,BBVA,6.924000,6.947000
2023-08-07,BBVA,6.968000,6.990559
2023-08-08,BBVA,6.834000,6.966762
2023-08-09,BBVA,6.910000,6.987964
2023-08-10,BBVA,7.166000,7.103907
2023-08-11,BBVA,7.180000,7.206098
2023-08-14,BBVA,7.202000,7.264708
2023-08-15,BBVA,7.112000,7.242612
2023-08-16,BBVA,7.090000,7.200130
2023-08-17,BBVA,7.078000,7.170311
2023-08-18,BBVA,7.060000,7.147215
2023-08-21,BBVA,7.096000,7.158036
2023-08-22,BBVA,7.128000,7.186382
2023-08-23,BBVA,7.078000,7.184242
2023-08-24,BBVA,7.172000,7.226646
2023-08-25,BBVA,7.150000,7.249365
2023-08-28,BBVA,7.280000,7.317754
2023-08-29,BBVA,7.350000,7.383397
2023-08-30,BBVA,7.394000,7.435793
2023-08-31,BBVA,7.266000,7.383005
2023-09-01,BBVA,7.264000,7.335938
2023-09-04,BBVA,7.288000,7.326061
2023-09-05,BBVA,7.156000,7.255449
2023-09-06,BBVA,7.020000,7.149120
2023-09-07,BBVA,6.944000,7.063923
2023-09-08,BBVA,6.970000,7.035048
2023-09-11,BBVA,7.070000,7.088156
2023-09-12,BBVA,7.092000,7.150622
2023-09-13,BBVA,7.118000,7.205457
2023-09-14,BBVA,7.244000,7.279895
2023-09-15,BBVA,7.210000,7.311610
2023-09-18,BBVA,7.156000,7.296146
2023-09-19,BBVA,7.314000,7.332746
2023-09-20,BBVA,7.494000,7.418423
2023-09-21,BBVA,7.492000,7.470616
2023-09-22,BBVA,7.466000,7.475070
2023-09-25,BBVA,7.390000,7.434036
2023-09-26,BBVA,7.370000,7.393182
2023-09-27,BBVA,7.446000,7.403317
2023-09-28,BBVA,7.688000,7.505393
2023-09-29,BBVA,7.710000,7.592420
2023-10-02,BBVA,7.692000,7.614565
2023-10-03,BBVA,7.732000,7.631656
2023-10-04,BBVA,7.626000,7.597612
2023-10-05,BBVA,7.642000,7.588799
2023-10-06,BBVA,7.676000,7.606292
2023-10-09,BBVA,7.422000,7.501398
2023-10-10,BBVA,7.650000,7.524717
2023-10-11,BBVA,7.782000,7.612227
2023-10-12,BBVA,7.798000,7.707982
2023-10-13,BBVA,7.682000,7.720252
2023-10-16,BBVA,7.700000,7.730506
2023-10-17,BBVA,7.744000,7.755442
2023-10-18,BBVA,7.688000,7.752387
2023-10-19,BBVA,7.624000,7.716538
2023-10-20,BBVA,7.540000,7.658583
2023-10-23,BBVA,7.522000,7.615323
2023-10-24,BBVA,7.392000,7.548471
2023-10-25,BBVA,7.430000,7.528098
2023-10-26,BBVA,7.462000,7.540158
2023-10-27,BBVA,7.442000,7.554130
2023-10-30,BBVA,7.504000,7.597192
2023-10-31,BBVA,7.422000,7.568175
2023-11-01,BBVA,7.590000,7.626403
2023-11-02,BBVA,7.636000,7.697206
2023-11-03,BBVA,7.734000,7.774447
2023-11-06,BBVA,7.718000,7.806558
2023-11-07,BBVA,7.724000,7.811524
2023-11-08,BBVA,7.832000,7.842750
2023-11-09,BBVA,7.972000,7.912326
2023-11-10,BBVA,7.900000,7.915114
2023-11-13,BBVA,8.004000,7.943546
2023-11-14,BBVA,8.218000,8.025986
2023-11-15,BBVA,8.222000,8.097868
2023-11-16,BBVA,8.168000,8.110920
2023-11-17,BBVA,8.284000,8.145431
2023-11-20,BBVA,8.286000,8.187412
2023-11-21,BBVA,8.296000,8.219264
2023-11-22,BBVA,8.372000,8.266597
2023-11-23,BBVA,8.444000,8.322745
2023-11-24,BBVA,8.390000,8.326062
2023-11-27,BBVA,8.400000,8.336794
2023-11-28,BBVA,8.586000,8.411709
2023-11-29,BBVA,8.696000,8.505790
2023-11-30,BBVA,8.506000,8.450468
2023-12-01,BBVA,8.556000,8.435811
2023-12-04,BBVA,8.660000,8.486149
2023-12-05,BBVA,8.628000,8.521957
2023-12-06,BBVA,8.608000,8.544403
2023-12-07,BBVA,8.458000,8.478420
2023-12-08,BBVA,8.506000,8.456885
2023-12-11,BBVA,8.492000,8.462484
2023-12-12,BBVA,8.420000,8.448228
2023-12-13,BBVA,8.426000,8.449704
2023-12-14,BBVA,8.372000,8.427277
2023-12-15,BBVA,8.284000,8.368929
2023-12-18,BBVA,8.250000,8.331848
2023-12-19,BBVA,8.262000,8.327536
2023-12-20,BBVA,8.170000,8.296871
2023-12-21,BBVA,8.232000,8.311879
2023-12-22,BBVA,8.238000,8.340304
2023-12-27,BBVA,8.242000,8.366076
2023-12-28,BBVA,8.192000,8.353154
2023-12-29,BBVA,8.226000,8.369211
2024-01-02,BBVA,8.426000,8.481449
2024-01-03,BBVA,8.320000,8.497171
2024-01-04,BBVA,8.460000,8.544710
2024-01-05,BBVA,8.514000,8.590727
2024-01-08,BBVA,8.602000,8.640727
2024-01-09,BBVA,8.414000,8.559834
2024-01-10,BBVA,8.402000,8.484811
2024-01-11,BBVA,8.280000,8.390629
2024-01-12,BBVA,8.288000,8.341697
2024-01-15,BBVA,8.252000,8.311507
2024-01-16,BBVA,8.142000,8.257550
2024-01-17,BBVA,8.094000,8.197599
2024-01-18,BBVA,8.084000,8.172250
2024-01-19,BBVA,7.996000,8.137922
2024-01-22,BBVA,8.172000,8.222655
2024-01-23,BBVA,8.134000,8.273031
2024-01-24,BBVA,8.226000,8.342191
2024-01-25,BBVA,8.090000,8.317269
2024-01-26,BBVA,8.092000,8.289584
2024-01-29,BBVA,8.114000,8.282530
2024-01-30,BBVA,8.614000,8.455141
2024-01-31,BBVA,8.676000,8.610239
2024-02-01,BBVA,8.674000,8.682871
2024-02-02,BBVA,8.962000,8.777443
2024-02-05,BBVA,8.934000,8.828695
2024-02-06,BBVA,9.104000,8.885975
2024-02-07,BBVA,8.986000,8.856136
2024-02-08,BBVA,9.116000,8.865806
2024-02-09,BBVA,9.152000,8.900587
2024-02-12,BBVA,9.250000,8.969837
2024-02-13,BBVA,9.274000,9.056212
2024-02-14,BBVA,9.186000,9.073003
2024-02-15,BBVA,9.042000,9.007739
2024-02-16,BBVA,9.016000,8.968347
2024-02-19,BBVA,9.026000,8.977716
2024-02-20,BBVA,9.098000,9.029639
2024-02-21,BBVA,9.294000,9.141032
2024-02-22,BBVA,9.332000,9.249445
2024-02-23,BBVA,9.430000,9.346250
2024-02-26,BBVA,9.456000,9.418751
2024-02-27,BBVA,9.370000,9.405623
2024-02-28,BBVA,9.320000,9.351996
2024-02-29,BBVA,9.186000,9.233944
2024-03-01,BBVA,9.362000,9.235169
2024-03-04,BBVA,9.414000,9.292253
2024-03-05,BBVA,9.488000,9.377434
2024-03-06,BBVA,9.662000,9.499276
2024-03-07,BBVA,9.848000,9.635164
2024-03-08,BBVA,9.898000,9.744218
2024-03-11,BBVA,9.936000,9.813924
2024-03-12,BBVA,10.195000,9.909869
2024-03-13,BBVA,10.270000,9.995257
2024-03-14,BBVA,10.190000,10.000283
2024-03-15,BBVA,10.415000,10.043435
2024-03-18,BBVA,10.385000,10.095285
2024-03-19,BBVA,10.505000,10.175685
2024-03-20,BBVA,10.525000,10.257876
2024-03-21,BBVA,10.800000,10.390109
2024-03-22,BBVA,10.900000,10.517916
2024-03-25,BBVA,10.855000,10.584097
2024-03-26,BBVA,10.840000,10.627802
2024-03-27,BBVA,10.905000,10.681718
2024-03-28,BBVA,11.040000,10.758410
2024-04-02,BBVA,10.970000,10.787015
2024-04-03,BBVA,11.050000,10.826288
2024-04-04,BBVA,11.235000,10.923241
2024-04-05,BBVA,11.005000,10.851990
2024-04-08,BBVA,10.650000,10.680908
2024-04-09,BBVA,10.480000,10.525130
2024-04-10,BBVA,10.425000,10.423600
2024-04-11,BBVA,10.120000,10.260722
2024-04-12,BBVA,10.050000,10.145025
2024-04-15,BBVA,10.170000,10.136573
2024-04-16,BBVA,9.962000,10.079856
2024-04-17,BBVA,10.220000,10.150927
2024-04-18,BBVA,10.420000,10.310121
2024-04-19,BBVA,10.205000,10.335103
2024-04-22,BBVA,10.430000,10.424216
2024-04-23,BBVA,10.660000,10.562559
2024-04-24,BBVA,10.550000,10.621385
2024-04-25,BBVA,10.505000,10.616592
2024-04-26,BBVA,10.985000,10.740432
2024-04-29,BBVA,10.900000,10.804463
2024-04-30,BBVA,10.175000,10.571532
2024-05-02,BBVA,9.784000,10.265994
2024-05-03,BBVA,9.850000,10.088695
2024-05-06,BBVA,9.840000,9.995218
2024-05-07,BBVA,10.195000,10.061989
2024-05-08,BBVA,10.290000,10.183311
2024-05-09,BBVA,9.600000,10.032049
2024-05-10,BBVA,9.710000,9.929856
2024-05-13,BBVA,9.724000,9.899483
2024-05-14,BBVA,9.900000,9.936429
2024-05-15,BBVA,10.200000,10.060323
2024-05-16,BBVA,9.974000,10.100337
2024-05-17,BBVA,10.020000,10.124271
2024-05-20,BBVA,9.932000,10.124315
2024-05-21,BBVA,9.986000,10.155578
2024-05-22,BBVA,10.010000,10.183322
2024-05-23,BBVA,10.035000,10.191456
2024-05-24,BBVA,9.964000,10.164337
2024-05-27,BBVA,9.980000,10.144791
2024-05-28,BBVA,9.936000,10.129039
2024-05-29,BBVA,9.766000,10.072963
2024-05-30,BBVA,9.970000,10.083632
2024-05-31,BBVA,9.940000,10.090436
2024-06-03,BBVA,9.768000,10.037135
2024-06-04,BBVA,9.456000,9.878551
2024-06-05,BBVA,9.550000,9.794550
2024-06-06,BBVA,9.798000,9.834888
2024-06-07,BBVA,9.894000,9.908421
2024-06-10,BBVA,9.760000,9.919920
2024-06-11,BBVA,9.588000,9.854102
2024-06-12,BBVA,9.344000,9.712606
2024-06-13,BBVA,9.116000,9.541527
2024-06-14,BBVA,9.020000,9.382192
2024-06-17,BBVA,9.074000,9.303976
2024-06-18,BBVA,9.222000,9.320152
2024-06-19,BBVA,9.250000,9.359266
2024-06-20,BBVA,9.350000,9.426357
2024-06-21,BBVA,9.190000,9.419075
2024-06-24,BBVA,9.392000,9.482982
2024-06-25,BBVA,9.280000,9.495990
2024-06-26,BBVA,9.200000,9.459314
2024-06-27,BBVA,9.240000,9.439085
2024-06-28,BBVA,9.352000,9.470422
2024-07-01,BBVA,9.500000,9.555791
2024-07-02,BBVA,9.400000,9.573982
2024-07-03,BBVA,9.594000,9.639563
2024-07-04,BBVA,9.606000,9.697071
2024-07-05,BBVA,9.614000,9.720046
2024-07-08,BBVA,9.574000,9.709353
2024-07-09,BBVA,9.500000,9.655560
2024-07-10,BBVA,9.662000,9.675304
2024-07-11,BBVA,9.710000,9.730154
2024-07-12,BBVA,9.786000,9.801648
2024-07-15,BBVA,9.814000,9.858485
2024-07-16,BBVA,9.680000,9.824807
2024-07-17,BBVA,9.818000,9.846143
2024-07-18,BBVA,9.948000,9.917849
2024-07-19,BBVA,9.880000,9.938293
2024-07-22,BBVA,10.085000,10.014569
2024-07-23,BBVA,10.195000,10.105185
2024-07-24,BBVA,10.100000,10.121298
2024-07-25,BBVA,10.025000,10.075213
2024-07-26,BBVA,10.035000,10.052847
2024-07-29,BBVA,10.030000,10.051381
2024-07-30,BBVA,10.175000,10.108509
2024-07-31,BBVA,9.704000,9.936425
2024-08-01,BBVA,9.210000,9.630026
2024-08-02,BBVA,8.874000,9.320915
2024-08-05,BBVA,8.694000,9.065488
2024-08-06,BBVA,8.620000,8.905977
2024-08-07,BBVA,8.860000,8.905781
2024-08-08,BBVA,8.816000,8.917441
2024-08-09,BBVA,8.898000,8.967497
2024-08-12,BBVA,8.924000,9.021229
2024-08-13,BBVA,8.970000,9.090842
2024-08-14,BBVA,8.958000,9.136064
2024-08-15,BBVA,9.182000,9.235800
2024-08-16,BBVA,9.232000,9.323799
2024-08-19,BBVA,9.400000,9.427485
2024-08-20,BBVA,9.336000,9.469703
2024-08-21,BBVA,9.360000,9.493943
2024-08-22,BBVA,9.348000,9.492062
2024-08-23,BBVA,9.440000,9.520980
2024-08-26,BBVA,9.416000,9.527532
2024-08-27,BBVA,9.466000,9.544501
2024-08-28,BBVA,9.468000,9.552540
2024-08-29,BBVA,9.512000,9.582360
2024-08-30,BBVA,9.590000,9.632797
2024-09-02,BBVA,9.552000,9.649159
2024-09-03,BBVA,9.276000,9.515739
2024-09-04,BBVA,9.046000,9.320444
2024-09-05,BBVA,9.106000,9.220872
2024-09-06,BBVA,8.912000,9.118988
2024-09-09,BBVA,9.034000,9.113079
2024-09-10,BBVA,8.922000,9.091676
2024-09-11,BBVA,8.894000,9.064459
2024-09-12,BBVA,9.068000,9.126312
2024-09-13,BBVA,9.252000,9.253467
2024-09-16,BBVA,9.322000,9.370960
2024-09-17,BBVA,9.410000,9.465993
2024-09-18,BBVA,9.462000,9.530873
2024-09-19,BBVA,9.772000,9.655050
2024-09-20,BBVA,9.740000,9.713898
2024-09-23,BBVA,9.740000,9.736687
2024-09-24,BBVA,9.724000,9.731125
2024-09-25,BBVA,9.664000,9.689976
2024-09-26,BBVA,9.954000,9.768861
2024-09-27,BBVA,9.936000,9.837981
2024-09-30,BBVA,9.708000,9.770850
2024-10-01,BBVA,9.300000,9.542233
2024-10-02,BBVA,9.254000,9.387940
2024-10-03,BBVA,9.334000,9.351163
2024-10-04,BBVA,9.552000,9.432687
2024-10-07,BBVA,9.652000,9.552413
2024-10-08,BBVA,9.312000,9.517617
2024-10-09,BBVA,9.272000,9.469289
2024-10-10,BBVA,9.230000,9.434700
2024-10-11,BBVA,9.288000,9.448140
2024-10-14,BBVA,9.400000,9.508714
2024-10-15,BBVA,9.442000,9.550856
2024-10-16,BBVA,9.288000,9.516913
2024-10-17,BBVA,9.100000,9.420280
2024-10-18,BBVA,9.290000,9.427439
2024-10-21,BBVA,9.074000,9.385148
2024-10-22,BBVA,9.142000,9.362703
2024-10-23,BBVA,9.156000,9.358780
2024-10-24,BBVA,9.030000,9.317945
2024-10-25,BBVA,9.042000,9.287808
2024-10-28,BBVA,9.058000,9.281989
2024-10-29,BBVA,9.018000,9.269720
2024-10-30,BBVA,9.094000,9.284765
2024-10-31,BBVA,9.150000,9.301876
2024-11-01,BBVA,9.416000,9.419953
2024-11-04,BBVA,9.552000,9.553693
2024-11-05,BBVA,9.606000,9.654745
2024-11-06,BBVA,8.970000,9.435384
2024-11-07,BBVA,9.342000,9.372962
2024-11-08,BBVA,9.102000,9.292371
2024-11-11,BBVA,9.124000,9.252830
2024-11-12,BBVA,8.914000,9.162051
2024-11-13,BBVA,8.878000,9.087823
2024-11-14,BBVA,9.086000,9.117471
2024-11-15,BBVA,9.376000,9.248272
2024-11-18,BBVA,9.428000,9.377363
2024-11-19,BBVA,9.328000,9.425205
2024-11-20,BBVA,9.230000,9.403738
2024-11-21,BBVA,9.254000,9.399413
2024-11-22,BBVA,9.170000,9.354465
2024-11-25,BBVA,9.252000,9.351779
2024-11-26,BBVA,8.946000,9.256988
2024-11-27,BBVA,8.794000,9.137550
2024-11-28,BBVA,8.870000,9.095735
2024-11-29,BBVA,8.936000,9.097809
2024-12-02,BBVA,8.976000,9.121587
2024-12-03,BBVA,9.150000,9.205049
2024-12-04,BBVA,9.242000,9.302941
2024-12-05,BBVA,9.632000,9.479976
2024-12-06,BBVA,9.554000,9.571994
2024-12-09,BBVA,9.582000,9.625919
2024-12-10,BBVA,9.592000,9.642015
2024-12-11,BBVA,9.508000,9.603109
2024-12-12,BBVA,9.666000,9.628975
2024-12-13,BBVA,9.704000,9.673280
2024-12-16,BBVA,9.768000,9.734561
2024-12-17,BBVA,9.520000,9.673536
2024-12-18,BBVA,9.560000,9.639127
2024-12-19,BBVA,9.374000,9.560797
2024-12-20,BBVA,9.302000,9.465984
2024-12-23,BBVA,9.300000,9.426364
2024-12-24,BBVA,9.266000,9.405306
2024-12-27,BBVA,9.386000,9.451295
2024-12-30,BBVA,9.370000,9.486275
2024-12-31,BBVA,9.452000,9.546756
2025-01-02,BBVA,9.298000,9.513132
2025-01-03,BBVA,9.318000,9.489418
2025-01-06,BBVA,9.744000,9.636951
2025-01-07,BBVA,9.874000,9.791500
2025-01-08,BBVA,9.902000,9.892643
2025-01-09,BBVA,9.994000,9.965261
2025-01-10,BBVA,9.936000,9.976163
2025-01-13,BBVA,10.245000,10.067443
2025-01-14,BBVA,10.345000,10.172042
2025-01-15,BBVA,10.410000,10.256990
2025-01-16,BBVA,10.330000,10.261418
2025-01-17,BBVA,10.335000,10.267060
2025-01-20,BBVA,10.425000,10.323777
2025-01-21,BBVA,10.440000,10.369010
2025-01-22,BBVA,10.355000,10.371139
2025-01-23,BBVA,10.635000,10.462768
2025-01-24,BBVA,10.720000,10.586427
2025-01-27,BBVA,10.785000,10.694325
2025-01-28,BBVA,10.940000,10.810113
2025-01-29,BBVA,11.065000,10.928087
2025-01-30,BBVA,11.215000,11.040385
2025-01-31,BBVA,11.050000,11.020465
2025-02-03,BBVA,10.745000,10.815599
2025-02-04,BBVA,11.000000,10.789920
2025-02-05,BBVA,11.030000,10.843730
2025-02-06,BBVA,11.635000,11.065398
2025-02-07,BBVA,11.650000,11.272817
2025-02-10,BBVA,11.505000,11.351518
2025-02-11,BBVA,11.705000,11.452395
2025-02-12,BBVA,11.960000,11.609729
2025-02-13,BBVA,11.955000,11.729753
2025-02-14,BBVA,12.050000,11.823296
2025-02-17,BBVA,12.195000,11.925283
2025-02-18,BBVA,12.450000,12.070328
2025-02-19,BBVA,12.125000,12.038204
2025-02-20,BBVA,12.170000,12.038451
2025-02-21,BBVA,12.290000,12.107356
2025-02-24,BBVA,12.405000,12.210381
2025-02-25,BBVA,12.575000,12.332690
2025-02-26,BBVA,12.935000,12.537801
2025-02-27,BBVA,12.890000,12.667927
2025-02-28,BBVA,12.825000,12.706275
2025-03-03,BBVA,12.930000,12.762188
2025-03-04,BBVA,12.250000,12.496212
2025-03-05,BBVA,12.840000,12.464628
2025-03-06,BBVA,13.130000,12.607592
2025-03-07,BBVA,13.160000,12.757780
2025-03-10,BBVA,12.760000,12.730736
2025-03-11,BBVA,12.535000,12.632979
2025-03-12,BBVA,12.875000,12.682918
2025-03-13,BBVA,12.770000,12.716772
2025-03-14,BBVA,13.180000,12.855360
2025-03-17,BBVA,13.275000,13.025911
2025-03-18,BBVA,13.585000,13.212664
2025-03-19,BBVA,13.445000,13.293634
2025-03-20,BBVA,13.080000,13.211900
2025-03-21,BBVA,13.075000,13.138253
2025-03-24,BBVA,13.135000,13.150206
2025-03-25,BBVA,13.440000,13.267558
2025-03-26,BBVA,13.325000,13.332872
2025-03-27,BBVA,13.150000,13.281425
2025-03-28,BBVA,12.725000,13.098103
2025-03-31,BBVA,12.545000,12.896544
2025-04-01,BBVA,12.755000,12.850868
2025-04-02,BBVA,12.730000,12.841581
2025-04-03,BBVA,12.535000,12.754300
2025-04-04,BBVA,11.360000,12.295943
2025-04-07,BBVA,10.810000,11.710631
2025-04-08,BBVA,10.820000,11.365781
2025-04-09,BBVA,10.700000,11.136861
2025-04-10,BBVA,11.380000,11.238624
2025-04-11,BBVA,11.280000,11.304758
2025-04-14,BBVA,11.655000,11.473095
2025-04-15,BBVA,11.910000,11.678590
2025-04-16,BBVA,11.950000,11.850061
2025-04-17,BBVA,11.865000,11.951076
2025-04-22,BBVA,11.915000,11.993364
2025-04-23,BBVA,12.355000,12.143433
2025-04-24,BBVA,12.250000,12.224345
2025-04-25,BBVA,12.455000,12.342004
2025-04-28,BBVA,12.595000,12.519190
2025-04-29,BBVA,12.340000,12.566038
2025-04-30,BBVA,12.060000,12.462886
2025-05-02,BBVA,12.220000,12.430829
2025-05-05,BBVA,12.440000,12.539639
2025-05-06,BBVA,12.515000,12.631366
2025-05-07,BBVA,12.550000,12.695606
2025-05-08,BBVA,12.805000,12.815770
2025-05-09,BBVA,12.815000,12.902407
2025-05-12,BBVA,13.045000,13.019197
2025-05-13,BBVA,13.230000,13.143520
2025-05-14,BBVA,13.405000,13.272423
2025-05-15,BBVA,13.345000,13.323741
2025-05-16,BBVA,13.400000,13.371636
2025-05-19,BBVA,13.465000,13.434508
2025-05-20,BBVA,13.770000,13.578628
2025-05-21,BBVA,13.695000,13.671552
2025-05-22,BBVA,13.680000,13.711651
2025-05-23,BBVA,13.265000,13.527336
2025-05-26,BBVA,13.435000,13.480055
2025-05-27,BBVA,13.545000,13.517873
2025-05-28,BBVA,13.240000,13.447879
2025-05-29,BBVA,13.250000,13.406322
2025-05-30,BBVA,13.210000,13.379965
2025-06-02,BBVA,13.220000,13.380323
2025-06-03,BBVA,13.165000,13.370096
2025-06-04,BBVA,13.120000,13.346444
2025-06-05,BBVA,13.200000,13.367810
2025-06-06,BBVA,13.240000,13.407900
2025-06-09,BBVA,13.250000,13.458911
2025-06-10,BBVA,13.185000,13.473957
2025-06-11,BBVA,13.255000,13.507432
2025-06-12,BBVA,13.215000,13.527440
2025-06-13,BBVA,12.955000,13.392869
2025-06-16,BBVA,13.210000,13.406340
2025-06-17,BBVA,13.050000,13.361432
2025-06-18,BBVA,13.075000,13.332578
2025-06-19,BBVA,12.840000,13.217292
2025-06-20,BBVA,12.910000,13.162802
2025-06-23,BBVA,12.790000,13.095685
2025-06-24,BBVA,13.115000,13.204910
2025-06-25,BBVA,12.710000,13.131844
2025-06-26,BBVA,12.760000,13.078068
2025-06-27,BBVA,13.010000,13.134605
2025-06-30,BBVA,13.055000,13.209180
2025-07-01,BBVA,12.850000,13.170965
2025-07-02,BBVA,13.035000,13.213208
2025-07-03,BBVA,13.255000,13.325305
2025-07-04,BBVA,12.915000,13.275449
2025-07-07,BBVA,13.150000,13.292029
2025-07-08,BBVA,13.365000,13.403460
2025-07-09,BBVA,13.600000,13.544565
2025-07-10,BBVA,13.350000,13.546539
2025-07-11,BBVA,12.935000,13.373406
2025-07-14,BBVA,13.000000,13.262490
2025-07-15,BBVA,12.745000,13.122423
2025-07-16,BBVA,12.695000,13.007461
2025-07-17,BBVA,12.770000,12.981384
2025-07-18,BBVA,12.760000,12.969621
2025-07-21,BBVA,12.665000,12.932488
2025-07-22,BBVA,12.625000,12.891973
2025-07-23,BBVA,12.850000,12.975686
2025-07-24,BBVA,12.995000,13.114522
2025-07-25,BBVA,13.030000,13.213860
2025-07-28,BBVA,13.180000,13.335945
2025-07-29,BBVA,13.500000,13.500623
2025-07-30,BBVA,13.560000,13.619355
2025-07-31,BBVA,14.640000,13.951705
2025-08-01,BBVA,14.355000,14.082621
2025-08-04,BBVA,14.800000,14.238319
2025-08-05,BBVA,14.930000,14.377718
2025-08-06,BBVA,15.240000,14.553603
2025-08-07,BBVA,15.495000,14.755058
2025-08-08,BBVA,15.940000,14.995477
2025-08-11,BBVA,16.059999,15.221911
2025-08-12,BBVA,15.760000,15.282780
2025-08-13,BBVA,16.025000,15.400260
2025-08-14,BBVA,16.344999,15.614162
2025-08-15,BBVA,16.480000,15.835110
2025-08-18,BBVA,16.360001,15.958153
2025-08-19,BBVA,16.400000,16.070237
2025-08-20,BBVA,16.250000,16.150598
