Date,Close_BBVA,Close_SAN,Volume_BBVA,Volume_SAN,Open_BBVA,Open_SAN,High_BBVA,High_SAN,Low_BBVA,Low_SAN,AdjClose_BBVA,AdjClose_SAN,Dividends_BBVA,Dividends_SAN,StockSplits_BBVA,StockSplits_SAN,SMA5_BBVA,SMA5_SAN,SMA10_BBVA,SMA10_SAN,SMA20_BBVA,SMA20_SAN,EMA10_BBVA,EMA10_SAN,STD10_BBVA,STD10_SAN,RSI14_BBVA,RSI14_SAN,ATR14_BBVA,ATR14_SAN
2000-01-28,12.922005653381348,8.715595245361328,16119882,13102872,13.171799659729004,9.035829544067385,13.171799659729004,9.035829544067385,12.585745811462402,8.680974960327148,3.8635036945343018,2.322883367538452,0.0,0.0,0.0,0.0,12.464692306518554,8.831571960449219,12.261975288391113,8.841957950592041,12.56749186515808,9.175608730316162,12.47954396156604,8.92118842955408,0.413431315536903,0.17449837838100696,54.62634892415366,35.223373691605715,0.3671413830348427,0.32703583581106965
2000-01-31,12.7298583984375,8.715595245361328,9868382,49721466,12.93161392211914,8.741559982299805,12.97965145111084,8.845419883728027,12.585745811462402,8.611735343933105,3.80605411529541,2.3356404304504395,0.0,0.047603,0.0,0.0,12.641469383239746,8.826379013061523,12.301365947723388,8.792624473571777,12.52281732559204,9.118918418884277,12.52505567736085,8.883807850609942,0.43922341988926206,0.12065021700620028,49.912226434031325,35.223373691605715,0.36782775606427914,0.3084892545427592
2000-02-01,12.902791023254396,8.81945514678955,9530743,11642759,12.902791023254396,9.780160903930664,13.00847339630127,9.780160903930664,12.691428184509276,8.680974960327148,3.857757806777954,2.3634727001190186,0.0,0.0,0.0,0.0,12.80095272064209,8.841958045959473,12.383989810943604,8.800413990020752,12.504563188552856,9.079105377197266,12.593734831159676,8.872107359006234,0.4689419380895902,0.11949607658094603,53.77831578450928,39.14923312292471,0.3712589400155209,0.36969246183122884
2000-02-02,12.864361763000488,8.81945514678955,7648463,10673286,12.93161392211914,8.897350311279297,12.93161392211914,8.906004905700684,12.672212600708008,8.698285102844238,3.846268653869629,2.3634727001190186,0.0,0.0,0.0,0.0,12.87781219482422,8.812531089782714,12.464692306518554,8.808203506469727,12.499279069900513,9.0509765625,12.642939727858003,8.86253422951229,0.47587171138568457,0.11775955569876824,52.8029486684193,39.14923312292471,0.35890654155186297,0.3659830774579728
2000-02-03,12.970044136047363,8.940625190734863,7766488,11396777,12.893183708190918,8.845419883728027,13.114154815673828,9.035829544067385,12.691428184509276,8.741559982299805,3.877865791320801,2.3959450721740723,0.0,0.0,0.0,0.0,12.87781219482422,8.802145195007324,12.55788450241089,8.809934520721436,12.499279069900513,9.02890625,12.702413256619705,8.876732586098212,0.47430130060945114,0.11975005819620423,55.20885277800157,43.76103326991709,0.3698863983154303,0.3628918784005303
2000-02-04,12.777894973754885,9.01852035522461,10516943,13899128,13.114154815673828,9.044485092163086,13.114154815673828,9.122380256652832,12.7298583984375,8.923315048217773,3.820416212081909,2.416819334030152,0.0,0.0,0.0,0.0,12.848990058898925,8.86273021697998,12.65684118270874,8.8471510887146,12.481505298614502,8.989958715438842,12.716137205189737,8.902512180484829,0.3919919114847002,0.1210874996461619,50.19843177370227,46.56473805218111,0.38086618695940355,0.3418725558689665
2000-02-07,12.53770923614502,9.295480728149414,8135156,12468731,12.806716918945312,9.122380256652832,12.854754447937012,9.295480728149414,12.508886337280272,9.061795234680176,3.748603343963623,2.491040706634521,0.0,0.0,0.0,0.0,12.81056022644043,8.978707313537598,12.726014804840087,8.90254316329956,12.462290477752685,8.969186687469483,12.683695756272515,8.973961007332935,0.2772392194182359,0.1798538936991242,44.73342111848636,55.13003626296671,0.3774350030081619,0.32456254959106473
2000-02-08,13.018080711364746,9.451271057128906,13714517,12234462,12.528100967407228,9.312790870666504,13.018080711364746,9.511856079101562,12.383990287780762,9.191619873046877,3.8922278881073,2.5327889919281006,0.0,0.0,0.0,0.0,12.8336181640625,9.105070495605469,12.817285442352295,8.97351427078247,12.480064249038696,8.972648668289185,12.744493020834739,9.060744652750383,0.18516025276233228,0.23943093266156978,55.23107419577368,59.10132385018689,0.4041985103062226,0.3325994355337962
2000-02-09,12.701034545898438,9.278169631958008,9070278,10918965,13.066118240356444,9.52051067352295,13.066118240356444,9.52051067352295,12.652997970581056,9.139690399169922,3.7974369525909424,2.486401319503784,0.0,0.0,0.0,0.0,12.80095272064209,9.19681339263916,12.839382457733155,9.004672241210937,12.48919129371643,8.971783113479614,12.736591479937228,9.100276467151769,0.15035968953216844,0.25798434383806096,48.661394946707695,53.441545053273245,0.4165509768894743,0.3363087517874583
2000-02-10,12.508886337280272,9.087759971618652,8404876,9146146,12.585745811462402,9.200275421142578,12.681819915771484,9.278169631958008,12.48967170715332,8.96658992767334,3.739985227584839,2.435375213623047,0.0,0.0,0.0,0.0,12.708721160888672,9.226240348815917,12.793266677856446,9.01419277191162,12.504082822799683,8.96529188156128,12.69519054490869,9.098000740691202,0.17459823279112102,0.2592411201143823,45.155717592494,47.99668738600294,0.41106094632829954,0.325180871146066
